day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Region
29,6.0,2019.0,26.3,75.2,13.3,1.86,101.0,52.5,20.1,2.0,45.3,4.9,not fire,Madhya Pradesh
29,6.0,2019.0,23.9,70.1,6.6,0.0,23.4,52.5,19.7,0.0,45.3,0.0,not fire,Maharashtra
29,6.0,2019.0,33.3,70.2,5.5,1.46,101.0,52.7,21.3,1.3,45.7,3.2,not fire,Karnataka
29,6.0,2019.0,26.4,90.4,17.5,1.85,101.0,52.0,20.1,2.5,44.9,6.0,not fire,Odisha
29,6.0,2019.0,31.3,57.6,12.7,0.0,21.2,52.9,21.0,0.0,45.8,0.0,not fire,Rajasthan
29,6.0,2019.0,18.1,67.3,9.9,0.84,101.0,52.5,18.6,1.7,45.1,4.1,not fire,Jammu and Kashmir
29,6.0,2019.0,32.3,84.5,9.6,0.0,23.6,52.3,21.2,0.0,45.3,0.0,not fire,Kerala
29,6.0,2019.0,31.0,100.0,8.1,0.0,28.9,51.3,20.9,0.0,44.5,0.0,not fire,Tamil Nadu
1,7.0,2019.0,23.8,87.4,8.9,16.84,0.0,52.1,26.9,0.0,45.9,0.0,not fire,Uttarakhand
1,7.0,2019.0,15.9,100.0,2.7,3.94,101.0,51.1,19.4,1.2,44.0,2.6,not fire,Himachal Pradesh
1,7.0,2019.0,26.2,72.9,2.4,1.07,101.0,52.5,20.1,1.1,45.4,2.6,not fire,Madhya Pradesh
1,7.0,2019.0,31.1,74.0,13.5,0.0,21.9,52.6,21.0,0.0,45.5,0.0,not fire,Maharashtra
1,7.0,2019.0,21.6,87.3,9.2,1.23,101.0,52.0,19.2,1.6,44.8,3.9,not fire,Karnataka
1,7.0,2019.0,26.4,81.1,12.8,0.72,101.0,52.3,20.1,1.9,45.2,4.8,not fire,Odisha
1,7.0,2019.0,32.0,52.0,8.6,0.0,22.0,53.0,21.1,0.0,45.9,0.0,not fire,Rajasthan
1,7.0,2019.0,15.9,72.2,1.7,0.0,25.2,52.4,18.2,0.0,44.9,0.0,not fire,Jammu and Kashmir
1,7.0,2019.0,28.9,85.1,3.5,1.35,101.0,52.2,20.6,1.2,45.2,2.8,not fire,Kerala
1,7.0,2019.0,30.3,82.9,7.7,7.31,101.0,52.3,23.6,1.5,45.7,3.6,not fire,Tamil Nadu
8,7.0,2019.0,21.4,91.8,6.5,7.98,101.0,51.8,22.3,1.4,45.1,3.3,not fire,Uttarakhand
8,7.0,2019.0,22.3,71.7,14.2,0.92,101.0,52.5,19.4,2.1,45.2,5.1,fire,Himachal Pradesh
8,7.0,2019.0,20.8,87.9,15.3,1.47,101.0,52.0,19.1,2.2,44.8,5.4,not fire,Madhya Pradesh
8,7.0,2019.0,26.2,67.9,1.0,2.39,101.0,52.6,20.1,1.1,45.4,2.4,not fire,Maharashtra
8,7.0,2019.0,25.5,62.0,9.1,1.45,101.0,52.7,20.0,1.6,45.5,3.9,not fire,Karnataka
8,7.0,2019.0,28.0,88.7,6.0,3.17,101.0,52.1,21.2,1.4,45.2,3.3,not fire,Odisha
8,7.0,2019.0,33.3,62.6,2.0,0.0,23.7,52.8,21.3,0.0,45.8,0.0,not fire,Rajasthan
8,7.0,2019.0,14.9,74.8,10.3,0.0,23.8,52.3,18.0,0.0,44.9,0.0,not fire,Jammu and Kashmir
8,7.0,2019.0,35.4,99.3,2.9,1.22,101.0,51.5,21.7,1.2,44.7,2.6,not fire,Kerala
8,7.0,2019.0,29.1,81.7,5.0,3.27,101.0,52.4,21.5,1.3,45.4,3.1,not fire,Tamil Nadu
15,7.0,2019.0,18.0,86.2,10.2,0.0,25.1,52.0,18.6,0.0,44.7,0.0,not fire,Uttarakhand
15,7.0,2019.0,17.4,82.5,5.8,4.31,101.0,52.1,19.8,1.4,45.0,3.2,not fire,Himachal Pradesh
15,7.0,2019.0,22.9,75.9,11.0,4.48,101.0,52.4,20.9,1.8,45.4,4.3,not fire,Madhya Pradesh
15,7.0,2019.0,23.4,69.1,6.8,0.0,23.3,52.6,19.6,0.0,45.3,0.0,not fire,Maharashtra
15,7.0,2019.0,25.9,83.7,2.3,3.69,101.0,52.2,21.1,1.1,45.3,2.6,not fire,Karnataka
15,7.0,2019.0,30.1,88.3,3.5,3.21,101.0,52.1,21.6,1.2,45.3,2.8,not fire,Odisha
15,7.0,2019.0,30.1,44.4,16.4,0.0,20.7,53.1,20.8,0.0,45.9,0.0,not fire,Rajasthan
15,7.0,2019.0,20.6,76.2,5.4,0.0,24.3,52.4,19.1,0.0,45.1,0.0,not fire,Jammu and Kashmir
15,7.0,2019.0,30.2,84.1,2.2,7.84,101.0,52.3,23.8,1.1,45.7,2.6,not fire,Kerala
15,7.0,2019.0,30.2,91.2,7.5,6.5,101.0,52.0,23.2,1.5,45.4,3.6,not fire,Tamil Nadu
22,7.0,2019.0,25.1,58.9,8.0,3.58,101.0,52.8,20.9,1.5,45.7,3.7,not fire,Uttarakhand
22,7.0,2019.0,17.3,92.1,10.0,7.93,101.0,51.7,21.5,1.7,44.9,4.1,not fire,Himachal Pradesh
22,7.0,2019.0,23.7,76.8,2.4,3.74,101.0,52.4,20.7,1.1,45.3,2.6,not fire,Madhya Pradesh
22,7.0,2019.0,29.5,79.0,12.6,5.83,101.0,52.4,22.7,1.9,45.7,4.7,not fire,Maharashtra
22,7.0,2019.0,24.6,62.0,19.1,13.93,75.9,52.7,25.7,0.4,46.3,0.6,not fire,Karnataka
22,7.0,2019.0,29.7,85.5,14.2,0.0,23.4,52.2,20.7,0.0,45.2,0.0,not fire,Odisha
22,7.0,2019.0,28.6,62.8,12.2,4.84,101.0,52.7,22.1,1.9,45.9,4.7,not fire,Rajasthan
22,7.0,2019.0,10.5,74.8,13.9,0.0,23.8,52.2,17.3,0.0,44.7,0.0,not fire,Jammu and Kashmir
22,7.0,2019.0,24.4,93.5,4.5,2.72,101.0,51.8,19.7,1.3,44.7,2.9,not fire,Kerala
22,7.0,2019.0,29.6,77.3,11.2,6.98,101.0,52.5,23.3,1.8,45.8,4.4,not fire,Tamil Nadu
29,7.0,2019.0,20.1,84.1,7.0,7.6,101.0,52.1,21.9,1.5,45.3,3.5,not fire,Uttarakhand
29,7.0,2019.0,15.5,100.0,6.4,0.0,30.2,51.1,18.1,0.0,43.8,0.0,not fire,Himachal Pradesh
29,7.0,2019.0,25.7,70.7,4.5,0.0,23.7,52.6,20.0,0.0,45.4,0.0,not fire,Madhya Pradesh
29,7.0,2019.0,21.7,61.8,4.2,1.7,101.0,52.7,19.3,1.3,45.3,2.9,not fire,Maharashtra
29,7.0,2019.0,23.5,71.8,13.1,1.98,101.0,52.5,19.6,2.0,45.3,4.8,not fire,Karnataka
29,7.0,2019.0,23.2,74.4,16.5,13.38,0.0,52.4,25.2,0.0,46.0,0.0,not fire,Odisha
29,7.0,2019.0,29.3,64.2,8.1,0.0,22.4,52.7,20.6,0.0,45.6,0.0,not fire,Rajasthan
29,7.0,2019.0,10.5,85.9,8.3,0.0,25.8,51.9,17.2,0.0,44.4,0.0,not fire,Jammu and Kashmir
29,7.0,2019.0,26.3,95.4,4.2,11.32,101.0,51.7,24.7,1.3,45.3,2.9,not fire,Kerala
29,7.0,2019.0,24.8,97.2,8.6,7.45,101.0,51.5,22.6,1.6,44.9,3.8,not fire,Tamil Nadu
1,8.0,2019.0,26.1,88.7,4.0,0.0,25.7,52.1,20.1,0.0,45.0,0.0,not fire,Uttarakhand
1,8.0,2019.0,16.9,59.1,11.9,2.85,101.0,52.6,19.1,1.9,45.3,4.5,not fire,Himachal Pradesh
1,8.0,2019.0,22.1,84.0,2.9,0.05,25.4,52.2,19.3,0.0,44.9,0.0,not fire,Madhya Pradesh
1,8.0,2019.0,26.3,56.1,11.0,0.75,101.0,52.8,20.1,1.8,45.6,4.4,not fire,Maharashtra
1,8.0,2019.0,23.8,77.3,10.1,0.0,23.3,52.4,19.6,0.0,45.2,0.0,not fire,Karnataka
1,8.0,2019.0,24.1,86.7,9.7,0.0,24.7,52.1,19.7,0.0,44.9,0.0,not fire,Odisha
1,8.0,2019.0,25.8,75.6,12.6,5.93,101.0,52.5,22.1,1.9,45.6,4.7,not fire,Rajasthan
1,8.0,2019.0,22.5,82.8,3.6,0.0,25.1,52.2,19.4,0.0,45.0,0.0,not fire,Jammu and Kashmir
1,8.0,2019.0,30.7,85.6,9.4,12.78,14.6,52.2,26.2,0.0,46.0,0.0,not fire,Kerala
1,8.0,2019.0,31.2,80.9,8.1,17.68,0.0,52.4,28.7,0.0,46.5,0.0,not fire,Tamil Nadu
8,8.0,2019.0,13.4,95.0,7.2,8.97,101.0,51.5,21.3,1.5,44.7,3.4,not fire,Uttarakhand
8,8.0,2019.0,15.3,84.2,7.3,6.11,101.0,52.1,20.3,1.5,45.0,3.5,not fire,Himachal Pradesh
8,8.0,2019.0,22.7,62.3,13.2,0.0,22.0,52.7,19.4,0.0,45.4,0.0,not fire,Madhya Pradesh
8,8.0,2019.0,24.2,70.0,7.0,2.73,101.0,52.5,19.7,1.4,45.3,3.5,not fire,Maharashtra
8,8.0,2019.0,25.0,84.8,6.4,2.15,101.0,52.2,19.8,1.4,45.0,3.3,not fire,Karnataka
8,8.0,2019.0,30.5,81.7,8.7,1.46,101.0,52.4,20.8,1.6,45.3,3.8,not fire,Odisha
8,8.0,2019.0,32.2,59.6,6.7,0.0,22.4,52.9,21.1,0.0,45.8,0.0,not fire,Rajasthan
8,8.0,2019.0,8.0,83.7,9.9,0.0,25.5,52.0,16.8,0.0,44.4,0.0,not fire,Jammu and Kashmir
8,8.0,2019.0,24.8,95.7,7.8,0.0,27.4,51.6,19.8,0.0,44.6,0.0,not fire,Kerala
8,8.0,2019.0,27.7,78.9,11.6,0.0,22.9,52.4,20.3,0.0,45.3,0.0,not fire,Tamil Nadu
15,8.0,2019.0,22.6,75.7,5.1,15.58,0.0,52.4,26.1,0.0,46.1,0.0,not fire,Uttarakhand
15,8.0,2019.0,21.2,99.3,9.6,0.14,29.3,51.3,19.2,0.0,44.1,0.0,not fire,Himachal Pradesh
15,8.0,2019.0,24.7,57.8,16.2,0.73,101.0,52.8,19.8,2.3,45.5,5.7,not fire,Madhya Pradesh
15,8.0,2019.0,28.5,72.2,6.6,0.0,23.1,52.6,20.5,0.0,45.5,0.0,not fire,Maharashtra
15,8.0,2019.0,30.4,67.8,6.1,4.13,101.0,52.7,22.1,1.4,45.8,3.3,not fire,Karnataka
15,8.0,2019.0,26.4,83.4,13.6,0.0,23.4,52.3,20.1,0.0,45.1,0.0,not fire,Odisha
15,8.0,2019.0,33.9,72.6,17.0,0.0,21.0,52.6,21.5,0.0,45.7,0.0,not fire,Rajasthan
15,8.0,2019.0,10.6,89.4,13.3,0.0,26.2,51.8,17.3,0.0,44.3,0.0,not fire,Jammu and Kashmir
15,8.0,2019.0,30.1,100.0,20.9,0.0,28.6,51.3,20.8,0.0,44.4,0.0,not fire,Kerala
15,8.0,2019.0,31.8,67.4,3.2,0.0,23.5,52.7,21.1,0.0,45.7,0.0,not fire,Tamil Nadu
22,8.0,2019.0,23.0,86.6,2.9,9.01,101.0,52.1,23.1,1.2,45.4,2.7,not fire,Uttarakhand
22,8.0,2019.0,16.2,69.4,8.2,0.0,23.6,52.4,18.3,0.0,45.0,0.0,not fire,Himachal Pradesh
22,8.0,2019.0,26.5,72.1,12.0,2.39,101.0,52.5,20.1,1.9,45.4,4.6,not fire,Madhya Pradesh
22,8.0,2019.0,31.7,71.7,8.9,11.61,0.0,52.6,25.8,0.0,46.3,0.0,not fire,Maharashtra
22,8.0,2019.0,23.7,85.5,16.3,2.7,101.0,52.1,19.6,2.3,45.0,5.7,not fire,Karnataka
22,8.0,2019.0,28.4,93.6,9.6,3.13,101.0,51.8,21.3,1.7,44.9,4.0,not fire,Odisha
22,8.0,2019.0,30.1,61.3,13.6,3.33,101.0,52.8,21.7,2.0,45.8,5.0,fire,Rajasthan
22,8.0,2019.0,12.1,67.1,4.5,2.81,101.0,52.4,18.2,1.3,45.0,2.9,not fire,Jammu and Kashmir
22,8.0,2019.0,23.3,81.8,5.8,0.0,24.5,52.3,19.5,0.0,45.1,0.0,not fire,Kerala
22,8.0,2019.0,30.2,89.7,12.3,12.12,34.0,52.1,25.8,0.0,45.8,0.0,not fire,Tamil Nadu
29,8.0,2019.0,21.9,86.6,12.6,6.56,101.0,52.1,21.7,1.9,45.2,4.7,not fire,Uttarakhand
29,8.0,2019.0,18.5,86.9,7.7,0.0,25.4,52.0,18.7,0.0,44.7,0.0,not fire,Himachal Pradesh
29,8.0,2019.0,25.3,65.7,10.4,3.83,101.0,52.6,21.0,1.7,45.6,4.2,not fire,Madhya Pradesh
29,8.0,2019.0,25.5,71.2,1.4,0.0,24.7,52.5,20.0,0.0,45.4,0.0,not fire,Maharashtra
29,8.0,2019.0,27.0,85.3,6.4,2.68,101.0,52.2,20.2,1.4,45.1,3.3,not fire,Karnataka
29,8.0,2019.0,29.7,76.2,5.5,4.77,101.0,52.5,22.3,1.3,45.7,3.2,not fire,Odisha
29,8.0,2019.0,25.9,46.9,5.1,0.0,23.3,53.0,20.0,0.0,45.7,0.0,not fire,Rajasthan
29,8.0,2019.0,16.1,86.2,8.0,1.27,101.0,52.0,18.2,1.5,44.6,3.6,not fire,Jammu and Kashmir
29,8.0,2019.0,23.1,95.5,10.8,0.0,27.2,51.6,19.5,0.0,44.5,0.0,not fire,Kerala
29,8.0,2019.0,30.7,91.4,4.0,0.0,25.9,52.0,20.9,0.0,45.0,0.0,not fire,Tamil Nadu
1,9.0,2019.0,21.6,84.3,7.3,6.58,101.0,52.2,21.7,1.5,45.3,3.5,not fire,Uttarakhand
1,9.0,2019.0,17.7,60.6,7.2,1.05,101.0,52.6,18.5,1.5,45.2,3.5,not fire,Himachal Pradesh
1,9.0,2019.0,27.9,61.3,9.8,0.0,22.1,52.8,20.4,0.0,45.6,0.0,not fire,Madhya Pradesh
1,9.0,2019.0,28.4,81.1,7.5,8.92,101.0,52.4,24.0,1.5,45.8,3.6,not fire,Maharashtra
1,9.0,2019.0,24.8,58.3,10.8,1.62,101.0,52.8,19.8,1.8,45.5,4.3,not fire,Karnataka
1,9.0,2019.0,31.9,88.9,10.3,5.96,101.0,52.1,23.2,1.7,45.5,4.2,not fire,Odisha
1,9.0,2019.0,27.4,45.4,12.9,0.0,21.5,53.0,20.3,0.0,45.8,0.0,not fire,Rajasthan
1,9.0,2019.0,16.4,76.6,6.6,0.0,24.4,52.3,18.3,0.0,44.9,0.0,not fire,Jammu and Kashmir
1,9.0,2019.0,26.0,87.9,14.3,0.0,24.3,52.1,20.0,0.0,45.0,0.0,not fire,Kerala
1,9.0,2019.0,23.9,93.1,5.1,1.8,101.0,51.8,19.7,1.3,44.7,3.0,not fire,Tamil Nadu
8,9.0,2019.0,18.0,75.7,10.1,5.15,101.0,52.3,20.4,1.7,45.2,4.1,not fire,Uttarakhand
8,9.0,2019.0,14.6,79.1,5.0,14.69,0.8,52.2,24.2,0.0,45.7,0.0,not fire,Himachal Pradesh
8,9.0,2019.0,26.0,78.4,0.0,4.35,101.0,52.4,21.4,1.0,45.4,2.2,not fire,Madhya Pradesh
8,9.0,2019.0,31.3,56.9,2.5,1.22,101.0,52.9,21.0,1.2,45.8,2.6,not fire,Maharashtra
8,9.0,2019.0,23.0,83.2,3.6,0.0,25.1,52.2,19.5,0.0,45.0,0.0,not fire,Karnataka
8,9.0,2019.0,32.8,65.6,10.8,4.63,101.0,52.8,22.8,1.8,46.0,4.3,not fire,Odisha
8,9.0,2019.0,31.4,48.9,12.8,0.0,21.2,53.0,21.0,0.0,45.9,0.0,not fire,Rajasthan
8,9.0,2019.0,9.5,70.4,12.6,0.0,23.7,52.3,17.1,0.0,44.7,0.0,not fire,Jammu and Kashmir
8,9.0,2019.0,36.1,82.0,11.3,5.67,101.0,52.5,23.8,1.8,45.8,4.4,not fire,Kerala
8,9.0,2019.0,31.8,78.0,10.9,13.63,0.0,52.5,26.8,0.0,46.3,0.0,not fire,Tamil Nadu
15,9.0,2019.0,18.4,99.4,5.1,3.71,101.0,51.2,19.7,1.3,44.2,3.0,not fire,Uttarakhand
15,9.0,2019.0,16.6,82.3,6.3,17.74,0.0,52.1,26.0,0.0,45.9,0.0,not fire,Himachal Pradesh
15,9.0,2019.0,21.5,77.9,6.0,18.24,0.0,52.3,27.2,0.0,46.2,0.0,not fire,Madhya Pradesh
15,9.0,2019.0,26.0,73.0,4.6,6.4,101.0,52.5,22.4,1.3,45.7,3.0,not fire,Maharashtra
15,9.0,2019.0,27.0,87.9,16.4,0.0,24.0,52.1,20.2,0.0,45.0,0.0,not fire,Karnataka
15,9.0,2019.0,27.3,91.1,6.9,0.0,25.8,52.0,20.3,0.0,44.9,0.0,not fire,Odisha
15,9.0,2019.0,24.8,54.2,13.2,3.86,101.0,52.8,21.0,2.0,45.8,4.9,not fire,Rajasthan
15,9.0,2019.0,15.9,74.3,12.2,2.87,101.0,52.3,18.9,1.9,45.0,4.6,not fire,Jammu and Kashmir
15,9.0,2019.0,31.3,83.6,2.1,10.46,101.0,52.3,25.2,1.1,45.9,2.6,not fire,Kerala
15,9.0,2019.0,28.6,83.4,6.6,0.0,24.2,52.3,20.5,0.0,45.2,0.0,not fire,Tamil Nadu
22,9.0,2019.0,18.4,86.2,3.5,8.38,101.0,52.0,21.9,1.2,45.2,2.8,not fire,Uttarakhand
22,9.0,2019.0,23.4,92.4,7.8,1.48,101.0,51.8,19.6,1.5,44.7,3.6,not fire,Himachal Pradesh
22,9.0,2019.0,24.2,72.5,6.8,0.0,23.4,52.5,19.7,0.0,45.3,0.0,not fire,Madhya Pradesh
22,9.0,2019.0,28.6,54.7,6.7,14.5,0.0,52.9,26.7,0.0,46.6,0.0,not fire,Maharashtra
22,9.0,2019.0,28.5,69.6,6.9,2.91,101.0,52.6,21.2,1.4,45.6,3.5,not fire,Karnataka
22,9.0,2019.0,27.8,73.1,2.8,0.02,24.1,52.5,20.4,0.0,45.4,0.0,not fire,Odisha
22,9.0,2019.0,28.0,75.4,19.7,0.0,21.5,52.5,20.4,0.0,45.4,0.0,not fire,Rajasthan
22,9.0,2019.0,16.6,78.9,13.0,5.12,101.0,52.2,20.1,2.0,45.1,4.8,not fire,Jammu and Kashmir
22,9.0,2019.0,33.4,94.1,3.6,4.93,101.0,51.9,23.0,1.2,45.2,2.8,not fire,Kerala
22,9.0,2019.0,26.2,58.3,9.8,1.64,101.0,52.8,20.1,1.7,45.6,4.1,not fire,Tamil Nadu
29,9.0,2019.0,25.9,100.0,13.9,1.74,101.0,51.3,20.0,2.1,44.3,5.0,not fire,Uttarakhand
29,9.0,2019.0,17.9,84.6,12.4,0.0,24.6,52.1,18.6,0.0,44.8,0.0,not fire,Himachal Pradesh
29,9.0,2019.0,26.4,61.7,5.8,0.0,23.1,52.7,20.1,0.0,45.5,0.0,not fire,Madhya Pradesh
29,9.0,2019.0,24.4,82.9,8.6,7.15,101.0,52.2,22.4,1.6,45.5,3.8,not fire,Maharashtra
29,9.0,2019.0,24.1,80.7,7.4,7.36,101.0,52.3,22.5,1.5,45.5,3.6,not fire,Karnataka
29,9.0,2019.0,30.0,88.7,1.5,5.19,101.0,52.1,22.5,1.1,45.4,2.4,not fire,Odisha
29,9.0,2019.0,36.6,53.1,6.7,0.0,22.1,53.0,21.9,0.0,46.1,0.0,not fire,Rajasthan
29,9.0,2019.0,17.5,84.8,10.9,2.52,101.0,52.1,18.5,1.8,44.7,4.3,not fire,Jammu and Kashmir
29,9.0,2019.0,30.1,83.7,13.9,2.05,101.0,52.3,20.8,2.0,45.3,5.0,not fire,Kerala
29,9.0,2019.0,25.3,80.1,8.6,0.11,23.7,52.3,19.9,0.0,45.2,0.0,not fire,Tamil Nadu
1,10.0,2019.0,19.0,69.7,12.3,0.25,22.8,53.7,18.5,0.0,46.1,0.0,not fire,Uttarakhand
1,10.0,2019.0,15.8,51.6,10.8,0.0,22.7,53.9,17.9,0.0,46.2,0.0,not fire,Himachal Pradesh
1,10.0,2019.0,27.6,61.6,1.7,0.0,24.2,53.9,20.0,0.0,46.6,0.0,not fire,Madhya Pradesh
1,10.0,2019.0,30.0,43.4,6.9,0.0,22.7,54.3,20.5,0.0,46.9,0.0,not fire,Maharashtra
1,10.0,2019.0,28.7,39.0,11.2,0.05,21.9,54.3,20.2,0.0,46.9,0.0,not fire,Karnataka
1,10.0,2019.0,31.3,52.9,3.1,0.0,23.5,54.1,20.7,0.0,46.8,0.0,not fire,Odisha
1,10.0,2019.0,29.0,41.0,12.5,0.0,21.6,54.3,20.3,0.0,46.9,0.0,not fire,Rajasthan
1,10.0,2019.0,14.5,60.4,4.2,0.0,24.3,53.8,17.7,0.0,46.1,0.0,not fire,Jammu and Kashmir
1,10.0,2019.0,27.6,82.8,3.8,0.89,101.0,53.5,20.0,1.2,46.2,2.9,not fire,Kerala
1,10.0,2019.0,33.8,54.2,10.6,0.18,21.4,54.1,21.1,0.0,46.9,0.0,not fire,Tamil Nadu
8,10.0,2019.0,23.1,58.4,16.7,1.15,101.0,53.9,19.2,2.4,46.4,5.9,fire,Uttarakhand
8,10.0,2019.0,14.5,70.6,11.6,0.76,101.0,53.6,17.7,1.8,45.9,4.5,not fire,Himachal Pradesh
8,10.0,2019.0,28.9,54.1,6.6,3.28,101.0,54.1,21.1,1.4,46.9,3.5,not fire,Madhya Pradesh
8,10.0,2019.0,29.1,41.8,10.2,0.0,22.0,54.3,20.3,0.0,46.9,0.0,not fire,Maharashtra
8,10.0,2019.0,24.2,63.1,10.2,0.0,22.4,53.9,19.4,0.0,46.4,0.0,not fire,Karnataka
8,10.0,2019.0,26.2,82.0,4.7,0.0,24.5,53.5,19.8,0.0,46.2,0.0,not fire,Odisha
8,10.0,2019.0,28.8,22.3,11.4,0.0,23.3,54.6,20.2,0.0,47.2,0.0,not fire,Rajasthan
8,10.0,2019.0,16.6,52.1,7.5,0.0,23.3,53.9,18.0,0.0,46.3,0.0,not fire,Jammu and Kashmir
8,10.0,2019.0,33.0,65.4,8.3,0.0,22.1,54.0,21.0,0.0,46.7,0.0,not fire,Kerala
8,10.0,2019.0,32.3,67.0,8.2,0.16,22.2,53.9,20.9,0.0,46.7,0.0,not fire,Tamil Nadu
15,10.0,2019.0,24.8,64.0,7.6,0.0,22.9,53.9,19.5,0.0,46.4,0.0,not fire,Uttarakhand
15,10.0,2019.0,20.9,43.9,8.3,0.0,22.9,54.1,18.8,0.0,46.5,0.0,not fire,Himachal Pradesh
15,10.0,2019.0,25.1,52.5,8.1,0.0,22.6,54.0,19.6,0.0,46.6,0.0,not fire,Madhya Pradesh
15,10.0,2019.0,30.8,37.4,9.3,1.16,101.0,54.4,20.6,1.6,47.0,4.1,not fire,Maharashtra
15,10.0,2019.0,28.3,61.0,0.7,0.79,101.0,54.0,20.1,1.1,46.6,2.4,not fire,Karnataka
15,10.0,2019.0,36.8,54.0,6.1,1.13,101.0,54.2,21.7,1.4,47.0,3.4,not fire,Odisha
15,10.0,2019.0,31.8,40.7,8.1,1.03,101.0,54.3,20.8,1.5,47.0,3.8,not fire,Rajasthan
15,10.0,2019.0,16.0,40.1,7.9,0.0,23.4,54.1,17.9,0.0,46.4,0.0,not fire,Jammu and Kashmir
15,10.0,2019.0,30.3,63.6,11.2,0.21,21.7,54.0,20.5,0.0,46.7,0.0,not fire,Kerala
15,10.0,2019.0,32.6,52.5,4.7,0.52,101.0,54.2,20.9,1.3,46.9,3.1,not fire,Tamil Nadu
22,10.0,2019.0,27.3,77.6,6.7,0.0,23.6,53.6,20.0,0.0,46.3,0.0,not fire,Uttarakhand
22,10.0,2019.0,23.3,60.5,0.0,0.0,25.9,53.9,19.3,0.0,46.4,0.0,not fire,Himachal Pradesh
22,10.0,2019.0,23.7,52.9,7.8,2.71,101.0,54.0,19.3,1.5,46.5,3.7,not fire,Madhya Pradesh
22,10.0,2019.0,31.6,66.2,5.3,0.0,22.9,53.9,20.7,0.0,46.7,0.0,not fire,Maharashtra
22,10.0,2019.0,28.7,53.5,7.3,1.14,101.0,54.1,20.2,1.5,46.7,3.6,not fire,Karnataka
22,10.0,2019.0,30.2,53.1,7.6,0.0,22.3,54.1,20.5,0.0,46.8,0.0,not fire,Odisha
22,10.0,2019.0,28.1,38.3,10.7,0.65,101.0,54.3,20.1,1.7,46.9,4.4,not fire,Rajasthan
22,10.0,2019.0,16.1,54.6,4.9,0.86,101.0,53.9,18.0,1.3,46.2,3.1,not fire,Jammu and Kashmir
22,10.0,2019.0,27.6,73.7,0.0,0.0,25.8,53.7,20.0,0.0,46.4,0.0,not fire,Kerala
22,10.0,2019.0,34.5,60.8,9.9,0.0,21.6,54.1,21.3,0.0,46.9,0.0,not fire,Tamil Nadu
29,10.0,2019.0,25.4,55.8,10.0,0.0,22.2,54.0,19.6,0.0,46.6,0.0,not fire,Uttarakhand
29,10.0,2019.0,19.7,70.6,0.0,0.93,101.0,53.7,18.6,1.0,46.1,2.2,not fire,Himachal Pradesh
29,10.0,2019.0,27.3,59.4,9.7,0.49,22.1,54.0,20.0,0.0,46.6,0.0,not fire,Madhya Pradesh
29,10.0,2019.0,29.9,56.6,10.4,0.0,21.7,54.1,20.4,0.0,46.7,0.0,not fire,Maharashtra
29,10.0,2019.0,24.3,32.4,12.6,1.45,101.0,54.4,19.4,1.9,46.8,4.9,not fire,Karnataka
29,10.0,2019.0,36.0,49.7,6.1,1.55,101.0,54.2,21.5,1.4,47.1,3.4,not fire,Odisha
29,10.0,2019.0,31.1,26.0,9.4,2.82,101.0,54.6,21.3,1.6,47.3,4.1,not fire,Rajasthan
29,10.0,2019.0,18.9,56.2,13.2,0.0,22.2,53.9,18.5,0.0,46.3,0.0,not fire,Jammu and Kashmir
29,10.0,2019.0,33.1,93.6,9.5,0.0,25.7,53.2,21.0,0.0,46.0,0.0,not fire,Kerala
29,10.0,2019.0,28.3,53.5,11.9,0.44,21.6,54.1,20.2,0.0,46.7,0.0,not fire,Tamil Nadu
1,11.0,2019.0,23.6,68.0,2.5,0.0,24.3,53.8,19.3,0.0,46.3,0.0,not fire,Uttarakhand
1,11.0,2019.0,21.1,68.4,9.2,0.19,23.0,53.7,18.9,0.0,46.2,0.0,not fire,Himachal Pradesh
1,11.0,2019.0,32.2,48.0,11.5,0.0,21.4,54.2,20.8,0.0,46.9,0.0,not fire,Madhya Pradesh
1,11.0,2019.0,28.3,40.1,0.0,0.0,26.4,54.3,20.2,0.0,46.9,0.0,not fire,Maharashtra
1,11.0,2019.0,29.1,51.3,8.5,0.0,22.2,54.1,20.3,0.0,46.8,0.0,not fire,Karnataka
1,11.0,2019.0,29.2,68.5,7.6,5.35,101.0,53.9,22.1,1.5,46.8,3.7,not fire,Odisha
1,11.0,2019.0,35.0,36.4,2.7,0.0,24.1,54.4,21.3,0.0,47.2,0.0,not fire,Rajasthan
1,11.0,2019.0,15.4,27.2,3.0,4.71,101.0,54.3,19.4,1.2,46.8,2.8,not fire,Jammu and Kashmir
1,11.0,2019.0,26.6,60.5,10.4,3.86,101.0,53.9,21.0,1.7,46.7,4.3,not fire,Kerala
1,11.0,2019.0,29.2,42.3,4.7,0.0,23.4,54.3,20.3,0.0,46.9,0.0,not fire,Tamil Nadu
8,11.0,2019.0,23.4,69.4,12.4,0.0,22.4,53.8,19.3,0.0,46.3,0.0,not fire,Uttarakhand
8,11.0,2019.0,21.8,53.6,5.8,0.0,23.3,54.0,19.0,0.0,46.5,0.0,not fire,Himachal Pradesh
8,11.0,2019.0,23.7,51.4,7.9,0.0,22.7,54.0,19.3,0.0,46.6,0.0,not fire,Madhya Pradesh
8,11.0,2019.0,28.1,57.1,6.4,0.0,22.7,54.0,20.1,0.0,46.7,0.0,not fire,Maharashtra
